addr	serial	name	sido_	gu	sido
광주광역시 동구 준법로 16	S050000214	광주동산초등학교	광주광역시	동구	광주
경기도 성남시 수정구 논골로36번길 33	S090005008	성남양지초등학교	경기도	성남시	경기
인천광역시 남동구 인수로 3	S040000673	인천인수초등학교	인천광역시	남동구	인천
서울특별시 서대문구 북아현로11가길 7	S010002024	추계초등학교	서울특별시	서대문구	서울
전라남도 구례군 구례읍 학교길 119-7	S140000644	구례북초등학교	전라남도	구례군	전남
부산광역시 사하구 하신중앙로 321	S020001494	하단초등학교	부산광역시	사하구	부산
경기도 의왕시 효행로 10	S090001381	고천초등학교	경기도	의왕시	경기
경기도 광명시 가림로 18	S090001219	하안북초등학교	경기도	광명시	경기
경기도 고양시 일산서구 성저로 92	S090001007	성저초등학교	경기도	고양시	경기
강원도 원주시 명륜로 9	S100001324	교동초등학교	강원도	원주시	강원
제주특별자치도 제주시 애월읍 광성로 276	S170000176	광령초등학교	제주특별자치도	제주시	제주
광주광역시 북구 군왕로51번길 77	S050000239	광주풍향초등학교	광주광역시	북구	광주
서울특별시 중구 청구로17길 40	S010002390	서울장충초등학교	서울특별시	중구	서울
광주광역시 광산구 어등대로653번길 90	S050000462	송정중앙초등학교	광주광역시	광산구	광주
서울특별시 동대문구 회기로 90	S010001431	서울홍릉초등학교	서울특별시	동대문구	서울
광주광역시 북구 서림로 113	S050000222	광주서림초등학교	광주광역시	북구	광주
서울특별시 구로구 구로중앙로14길 43	S010001220	서울동구로초등학교	서울특별시	구로구	서울
충청북도 음성군 금왕읍 금석로 64	S110000635	무극초등학교	충청북도	음성군	충북
경상남도 창원시 의창구 동읍 자여로 135	S160002421	자여초등학교	경상남도	창원시	경남
경기도 안양시 만안구 병목안로130번길 69	S090003074	안양양지초등학교	경기도	안양시	경기
경기도 화성시 동탄대로24길 51	S090007397	늘봄초등학교	경기도	화성시	경기
인천광역시 연수구 청량로 176	S040001041	인천축현초등학교	인천광역시	연수구	인천
경기도 화성시 융건로 90	S090005188	배양초등학교	경기도	화성시	경기
전라북도 장수군 장수읍 향교길 11-8	S130001366	장수초등학교	전라북도	장수군	전북
경기도 안산시 상록구 수암2길 13-7	S090002772	안산초등학교	경기도	안산시	경기
대구광역시 달서구 선원남로 127	S030000430	대구성곡초등학교	대구광역시	달서구	대구
경기도 구리시 벌말로129번길 17-1	S090001657	토평초등학교	경기도	구리시	경기
강원도 춘천시 영서로 3116	S100001873	신동초등학교	강원도	춘천시	강원
부산광역시 남구 황령대로 343번길 9-55	S020000628	대남초등학교	부산광역시	남구	부산
경기 고양시 덕양구 화신로 48	S090001008	소만초등학교	경기	고양시	경기
서울특별시 성북구 정릉로9라길 11	S010002324	서울청덕초등학교	서울특별시	성북구	서울
인천광역시 연수구 원인재로 324	S040000668	인천연수초등학교	인천광역시	연수구	인천
부산광역시 남구 석포로26번길 22	S020000633	동천초등학교	부산광역시	남구	부산
광주광역시 북구 용주로 15	S050000260	용주초등학교	광주광역시	북구	광주
서울특별시 관악구 대학7길 52	S010001594	서울삼성초등학교	서울특별시	관악구	서울
대구광역시 북구 매천로 179	S030000882	대구매천초등학교	대구광역시	북구	대구
경기도 수원시 영통구 청명북로 42	S090002482	신성초등학교	경기도	수원시	경기
광주광역시 북구 참판로 130	S050000244	두암초등학교	광주광역시	북구	광주
경기도 양평군 서종면 북한강로789번길 8	S090003240	서종초등학교	경기도	양평군	경기
서울특별시 양천구 오목로23길 24	S010001041	서울양동초등학교	서울특별시	양천구	서울
경상남도 창원시 마산회원구 합성북16길 75	S160001429	합성초등학교	경상남도	창원시	경남
전라남도 여수시 좌수영로 390	S140001433	여수미평초등학교	전라남도	여수시	전남
인천광역시 동구 송림로70번길 10	S040000478	인천동명초등학교	인천광역시	동구	인천
경기도 용인시 수지구 용구대로2771번길 16	S090003508	대현초등학교	경기도	용인시	경기
경기도 부천시 오정구 오정로251번길 50	S090005313	동산초등학교	경기도	부천시	경기
대전광역시 유성구 원신흥로55번길 37	S060001224	대전원신흥초등학교	대전광역시	유성구	대전
경상남도 창원시 마산회원구 내서읍 광려천서로 21	S160001403	상일초등학교	경상남도	창원시	경남
서울 용산구 한강대로57길 33	S010002386	서울용산초등학교	서울	용산구	서울
대구광역시 수성구 천을로31길 16	S030001813	대구매동초등학교	대구광역시	수성구	대구
충청남도 천안시 서북구 미라2길 13	S120000798	천안미라초등학교	충청남도	천안시	충남
서울특별시 구로구 경서로 31	S010001203	서울고척초등학교	서울특별시	구로구	서울
부산광역시 부산진구 백양대로136번길 26	S020001004	당평초등학교	부산광역시	부산진구	부산
전라남도 광양시 지동길 15	S140000576	성황초등학교	전라남도	광양시	전남
대구광역시 동구 동촌로42길 35-14	S030000683	대구방촌초등학교	대구광역시	동구	대구
인천광역시 계양구 안남로 601	S040000887	인천효성초등학교	인천광역시	계양구	인천
충청남도 청양군 청양읍 칠갑산로9길 29	S120000859	청양초등학교	충청남도	청양군	충남
서울특별시 송파구 문정로 211	S010005503	서울개롱초등학교	서울특별시	송파구	서울
경상남도 김해시 활천로 195-71	S160003295	김해대곡초등학교	경상남도	김해시	경남
경상남도 창원시 진해구 자은로88번길 41	S160002176	자은초등학교	경상남도	창원시	경남
충청남도 서산시 중앙로 38-1	S120000973	서산초등학교	충청남도	서산시	충남
서울특별시 강남구 강남대로66길 21	S010000775	서울역삼초등학교	서울특별시	강남구	서울
인천광역시 계양구 임학서로 15	S040000871	인천안산초등학교	인천광역시	계양구	인천
서울특별시 광진구 군자로 114	S010002197	세종초등학교	서울특별시	광진구	서울
전라남도 장성군 삼계면 사창로 64-17	S140001926	사창초등학교	전라남도	장성군	전남
경기도 고양시 덕양구 서정마을로 36	S090005687	아람초등학교	경기도	고양시	경기
서울특별시 송파구 성내천로 207	S010000910	서울남천초등학교	서울특별시	송파구	서울
경기도 파주시 탄현면 사슴벌레로 14	S090003916	통일초등학교	경기도	파주시	경기
경기도 평택시 포승읍 평택항로 469	S090004045	원정초등학교	경기도	평택시	경기
광주광역시 북구 경양로197번길 25	S050000234	광주중흥초등학교	광주광역시	북구	광주
경기도 파주시 동산3길 38-11	S090003882	금촌초등학교	경기도	파주시	경기
경상남도 창원시 마산합포구 고운로 201	S160001411	완월초등학교	경상남도	창원시	경남
경상남도 진주시 도동로184번길 13	S160001992	동진초등학교	경상남도	진주시	경남
충청남도 천안시 동남구 목천읍 삼성5길 22-14	S120000803	천안부영초등학교	충청남도	천안시	충남
경상북도 구미시 인동가산로 382-14	S150001419	구평초등학교	경상북도	구미시	경북
대전광역시 대덕구 계족로664번길 74	S060000302	대전법동초등학교	대전광역시	대덕구	대전
전라남도 목포시 교육로66번길 22	S140000872	목포한빛초등학교	전라남도	목포시	전남
강원도 정선군 정선읍 비봉로 15	S100001684	정선초등학교	강원도	정선군	강원
서울특별시 영등포구 선유로43가길 14	S010005372	서울선유초등학교	서울특별시	영등포구	서울
경기도 광명시 철망산로 68	S090001221	하일초등학교	경기도	광명시	경기
서울특별시 용산구 청파로 263	S010002404	신광초등학교	서울특별시	용산구	서울
전라남도 함평군 함평읍 내대화길 77	S140002122	함평초등학교	전라남도	함평군	전남
울산광역시 중구 학성1길 25	S070000397	함월초등학교	울산광역시	중구	울산
전라남도 곡성군 곡성읍 학교로 103	S140000510	곡성중앙초등학교	전라남도	곡성군	전남
서울특별시 강서구 양천로 329	S010001045	서울양천초등학교	서울특별시	강서구	서울
인천광역시 남동구 포구로 112	S040001842	인천장도초등학교	인천광역시	남동구	인천
인천광역시 미추홀구 석정로 375	S040000511	인천주안북초등학교	인천광역시	미추홀구	인천
경기도 수원시 팔달구 팔달로127번길 54-11	S090002517	화서초등학교	경기도	수원시	경기
서울특별시 구로구 경인로2길 10	S010001250	서울오정초등학교	서울특별시	구로구	서울
경상북도 울진군 북면 울진북로 2081	S150003059	부구초등학교	경상북도	울진군	경북
경기도 수원시 권선구 효탑로16번길 17	S090005179	효탑초등학교	경기도	수원시	경기
경기도 의왕시 왕곡로 58	S090001405	왕곡초등학교	경기도	의왕시	경기
광주광역시 북구 초당로 25	S050000245	매곡초등학교	광주광역시	북구	광주
서울특별시 도봉구 우이천로 120	S010001764	서울신화초등학교	서울특별시	도봉구	서울
서울특별시 중구 청구로6길 11	S010002402	서울흥인초등학교	서울특별시	중구	서울
경기도 고양시 덕양구 소원로 251	S090006432	서정초등학교	경기도	고양시	경기
경기도 이천시 신둔면 증신로 550	S090003763	도암초등학교	경기도	이천시	경기
서울특별시 도봉구 노해로70길 96	S010001774	서울월천초등학교	서울특별시	도봉구	서울
경기도 안산시 단원구 선이로3길 40	S090002747	선일초등학교	경기도	안산시	경기
서울특별시 용산구 효창원로 228	S010002395	서울청파초등학교	서울특별시	용산구	서울
인천광역시 부평구 길주남로65번길 11	S040000809	인천개흥초등학교	인천광역시	부평구	인천
경기도 의정부시 부용로204번길 16	S090005129	의정부효자초등학교	경기도	의정부시	경기
대전광역시 서구 제비네6길 69	S060000533	대전유천초등학교	대전광역시	서구	대전
경기도 수원시 장안구 금당로 19	S090002474	수성초등학교	경기도	수원시	경기
경기도 남양주시 와부읍 수레로 17	S090001622	덕소초등학교	경기도	남양주시	경기
대구광역시 달성군 다사읍 서재로26길 94	S030001677	대구도림초등학교	대구광역시	달성군	대구
충청북도 보은군 보은읍 동광길 26	S110000431	동광초등학교	충청북도	보은군	충북
대구광역시 동구 동북로71길 29	S030000699	대구신성초등학교	대구광역시	동구	대구
대전광역시 유성구 진잠로149번길 42	S060001142	대전교촌초등학교	대전광역시	유성구	대전
부산광역시 해운대구 반여로 68-11	S020001892	무정초등학교	부산광역시	해운대구	부산
경기도 여주시 세종로 488-4	S090003363	점봉초등학교	경기도	여주시	경기
강원도 강릉시 하평2길 45	S100000651	한솔초등학교	강원도	강릉시	강원
경기도 남양주시 진건읍 사릉로 408-9	S090001653	진건초등학교	경기도	남양주시	경기
경기도 안산시 상록구 충장로 670	S090002757	시랑초등학교	경기도	안산시	경기
경상북도 포항시 남구 오천읍 정몽주로 572	S150003612	오천초등학교	경상북도	포항시	경북
경상남도 사천시 사천읍 읍내로 59	S160001626	사천초등학교	경상남도	사천시	경남
대구광역시 수성구 동대구로42길 29	S030000670	대구동산초등학교	대구광역시	수성구	대구
경기도 평택시 팽성읍 동서촌로 65	S090004025	부용초등학교	경기도	평택시	경기
서울특별시 관악구 관악로5길 61	S010001610	서울청룡초등학교	서울특별시	관악구	서울
서울특별시 중랑구 동일로149길 46	S010001414	서울신묵초등학교	서울특별시	중랑구	서울
인천광역시 계양구 아나지로247번길 8	S040000859	인천성지초등학교	인천광역시	계양구	인천
대구광역시 북구 태전로 95	S030000906	대구태현초등학교	대구광역시	북구	대구
경기도 의정부시 호국로1291번길 17	S090003679	의정부중앙초등학교	경기도	의정부시	경기
경상남도 김해시 진영읍 장등로 120	S160004008	진영장등초등학교	경상남도	김해시	경남
경기도 양주시 평화로 1418-6	S090001806	양주덕산초등학교	경기도	양주시	경기
제주특별자치도 서귀포시 동문동로 54	S170000314	서귀중앙초등학교	제주특별자치도	서귀포시	제주
경상남도 창원시 진해구 마천로 29	S160002170	웅동초등학교	경상남도	창원시	경남
경기도 수원시 팔달구 월드컵로 256	S090002522	효성초등학교	경기도	수원시	경기
전라남도 광양시 가야로 369	S140000558	광양가야초등학교	전라남도	광양시	전남
서울특별시 노원구 덕릉로 443	S010001754	서울상천초등학교	서울특별시	노원구	서울
인천광역시 부평구 동암남로35번길 4	S040000822	인천동암초등학교	인천광역시	부평구	인천
전라남도 순천시 우명길 24	S140001141	순천이수초등학교	전라남도	순천시	전남
서울특별시 도봉구 시루봉로 173	S010001760	서울신방학초등학교	서울특별시	도봉구	서울
대구광역시 북구 산격로10길 14	S030000889	대구산격초등학교	대구광역시	북구	대구
충청남도 아산시 청운로 90	S120000629	온양온천초등학교	충청남도	아산시	충남
서울특별시 마포구 월드컵로36길 34	S010001991	서울성원초등학교	서울특별시	마포구	서울
경상북도 경산시 하양읍 무학로 48	S150001064	하주초등학교	경상북도	경산시	경북
전라북도 군산시 옥산면 백석로 40	S130000599	당북초등학교	전라북도	군산시	전북
경기도 안산시 단원구 화정천동로 80	S090004847	안산진흥초등학교	경기도	안산시	경기
인천광역시 서구 심곡로188번길 21	S040001959	인천공촌초등학교	인천광역시	서구	인천
서울특별시 중랑구 양원역로 95	S010006476	서울양원숲초등학교	서울특별시	중랑구	서울
대구광역시 달서구 대명천로43길 66	S030000423	대구덕인초등학교	대구광역시	달서구	대구
대전광역시 유성구 문화원로19번길 16	S060000534	대전장대초등학교	대전광역시	유성구	대전
인천광역시 부평구 부흥북로 175	S040000840	인천부일초등학교	인천광역시	부평구	인천
경상남도 양산시 양주3길 40-13	S160001809	양주초등학교	경상남도	양산시	경남
경상남도 창원시 의창구 의창대로317번길 41	S160002401	소답초등학교	경상남도	창원시	경남
인천광역시 중구 제물량로 134	S040000494	인천신흥초등학교	인천광역시	중구	인천
대전광역시 대덕구 우암로492번길 65	S060001081	대전비래초등학교	대전광역시	대덕구	대전
경상남도 창원시 마산회원구 석전북1길 3	S160001397	북성초등학교	경상남도	창원시	경남
울산광역시 동구 양지6길 33	S070000536	양지초등학교	울산광역시	동구	울산
경상남도 창원시 성산구 창이대로899번길 23	S160002386	대암초등학교	경상남도	창원시	경남
충청남도 논산시 연무읍 연무로 211-14	S120000481	연무중앙초등학교	충청남도	논산시	충남
경기도 시흥시 매화1로 62	S090002759	시흥매화초등학교	경기도	시흥시	경기
경기도 고양시 일산서구 주엽로 168	S090000993	문촌초등학교	경기도	고양시	경기
전라북도 김제시 동서로 193	S130000708	김제중앙초등학교	전라북도	김제시	전북
전라남도 목포시 남해로39번길 8	S140000853	목포삼학초등학교	전라남도	목포시	전남
강원도 속초시 동해대로 3965	S100001037	조양초등학교	강원도	속초시	강원
부산광역시 동래구 복천로 121	S020000819	명장초등학교	부산광역시	동래구	부산
경기도 부천시 원미구 길주로391번길 71	S090001974	부천신흥초등학교	경기도	부천시	경기
경기도 수원시 팔달구 장다리로245번길 12	S090002498	인계초등학교	경기도	수원시	경기
경기도 용인시 기흥구 어정로 62-25	S090004891	지석초등학교	경기도	용인시	경기
전라북도 전주시 완산구 당산로 9	S130001447	전주서천초등학교	전라북도	전주시	전북
경상북도 영주시 중앙로 126	S150002692	영주중앙초등학교	경상북도	영주시	경북
제주특별자치도 제주시 도평길 17	S170000466	도평초등학교	제주특별자치도	제주시	제주
경상남도 함양군 함양읍 위성초등길 18	S160002891	위성초등학교	경상남도	함양군	경남
경기도 용인시 기흥구 탑실로 86-10	S090005748	공세초등학교	경기도	용인시	경기
전라남도 여수시 돌산읍 강남10길 27	S140005248	동백초등학교	전라남도	여수시	전남
충청남도 천안시 동남구 버들1길 30	S120000797	천안남산초등학교	충청남도	천안시	충남
강원도 춘천시 서부대성로 339	S100001840	동부초등학교	강원도	춘천시	강원
경상남도 양산시 동면 양산대로 346	S160001797	동산초등학교	경상남도	양산시	경남
서울특별시 중랑구 송림길 114	S010001400	서울동원초등학교	서울특별시	중랑구	서울
대전광역시 유성구 배울2로 101	S060001173	대전용산초등학교	대전광역시	유성구	대전
울산광역시 울주군 청량읍 덕정5길 14	S070000225	청량초등학교	울산광역시	울주군	울산
부산광역시 연제구 토현로 48	S020001036	토현초등학교	부산광역시	연제구	부산
경상북도 구미시 여헌로3길 34	S150001457	인동초등학교	경상북도	구미시	경북
경기도 화성시 화산중앙로64번길 17	S090004350	화산초등학교	경기도	화성시	경기
경기도 고양시 일산서구 탄현로 75	S090001042	황룡초등학교	경기도	고양시	경기
인천광역시 부평구 주부토로 292	S040000843	인천부평북초등학교	인천광역시	부평구	인천
서울특별시 영등포구 대림로8길 25	S010001232	서울신대림초등학교	서울특별시	영등포구	서울
전라남도 담양군 담양읍 지침5길 14	S140000788	담양남초등학교	전라남도	담양군	전남
충청남도 태안군 태안읍 백화로 49	S120001189	태안초등학교	충청남도	태안군	충남
전라남도 여수시 여문2로 50	S140001443	여수좌수영초등학교	전라남도	여수시	전남
인천광역시 연수구 비류대로214번길 21	S040000665	인천송도초등학교	인천광역시	연수구	인천
경기도 구리시 건원대로76번길 45	S090001627	동구초등학교	경기도	구리시	경기
서울특별시 성북구 장월로3길 42	S010002315	서울월곡초등학교	서울특별시	성북구	서울
충청북도 청주시 청원구 공항로 113	S110000937	덕성초등학교	충청북도	청주시	충북
대전광역시 대덕구 석봉로3번길 50	S060000344	신탄진초등학교	대전광역시	대덕구	대전
서울특별시 송파구 풍성로 43	S010000952	서울풍납초등학교	서울특별시	송파구	서울
경상북도 영천시 천문로 253	S150002807	영천초등학교	경상북도	영천시	경북
부산광역시 부산진구 전포대로298번길 15	S020001016	성전초등학교	부산광역시	부산진구	부산
경기도 구리시 경춘로276번길 51	S090001606	구리초등학교	경기도	구리시	경기
충청북도 충주시 목행초길 16	S110001031	목행초등학교	충청북도	충주시	충북
대구광역시 북구 호국로57길 42	S030000894	대구성북초등학교	대구광역시	북구	대구
경기도 광명시 안현로 80-2	S090001215	연서초등학교	경기도	광명시	경기
경기도 고양시 일산동구 중산로 280	S090000976	고봉초등학교	경기도	고양시	경기
부산광역시 해운대구 신반송로 20	S020001665	송운초등학교	부산광역시	해운대구	부산
대전광역시 중구 계백로1615번길 46	S060000319	대전원평초등학교	대전광역시	중구	대전
광주광역시 광산구 월곡산정로 50	S050000468	어등초등학교	광주광역시	광산구	광주
부산광역시 사상구 백양대로 372-6	S020001912	주양초등학교	부산광역시	사상구	부산
전라남도 순천시 해룡면 동명초등길 23	S140001110	동명초등학교	전라남도	순천시	전남
서울특별시 금천구 시흥대로 460	S010001226	서울문성초등학교	서울특별시	금천구	서울
전라북도 익산시 무왕로17길 47	S130001188	이리마한초등학교	전라북도	익산시	전북
부산광역시 남구 용호로269번길 89	S020000656	운산초등학교	부산광역시	남구	부산
경상남도 거제시 장평1로 116	S160000844	장평초등학교	경상남도	거제시	경남
경기도 양주시 광적면 부흥로 793	S090001782	가납초등학교	경기도	양주시	경기
인천광역시 부평구 항동로75번길 36	S040000875	인천일신초등학교	인천광역시	부평구	인천
인천광역시 중구 운남서로 38	S040001968	인천운남초등학교	인천광역시	중구	인천
대구광역시 수성구 들안로16길 58	S030001827	대구들안길초등학교	대구광역시	수성구	대구
전라북도 전주시 완산구 서신천변11길 19	S130001443	전주서문초등학교	전라북도	전주시	전북
대전광역시 유성구 대정로28번길 55	S060001068	대전대정초등학교	대전광역시	유성구	대전
부산광역시 부산진구 진사로61번길 28-7	S020001032	주례초등학교	부산광역시	부산진구	부산
울산광역시 북구 두부곡4길 35	S070000383	연암초등학교	울산광역시	북구	울산
전라북도 정읍시 명륜길 32	S130001643	정읍서초등학교	전라북도	정읍시	전북
서울특별시 강동구 고덕로97길 80	S010006385	서울강솔초등학교	서울특별시	강동구	서울
대구광역시 달성군 가창면 가창로221길 1	S030000580	대구용계초등학교	대구광역시	달성군	대구
경기도 시흥시 하중로209번길 10	S090002790	하중초등학교	경기도	시흥시	경기
경기도 부천시 소사구 마니로 13	S090001945	도원초등학교	경기도	부천시	경기
전라남도 화순군 화순읍 알메로 8	S140002296	화순제일초등학교	전라남도	화순군	전남
전라남도 목포시 옥암로96번길 25	S140000870	목포청호초등학교	전라남도	목포시	전남
경기도 용인시 수지구 풍덕천로 86	S090003535	신월초등학교	경기도	용인시	경기
전라북도 전주시 완산구 강변로 128	S130001479	전주효림초등학교	전라북도	전주시	전북
세종특별자치시  반곡2길 21	S080000207	솔빛초등학교	세종특별자치시	세종시	세종
경상남도 통영시 광도면 안정로 815	S160002507	벽방초등학교	경상남도	통영시	경남
인천광역시 부평구 산청로127번길 12-5	S040000880	인천청천초등학교	인천광역시	부평구	인천
서울특별시 도봉구 도봉로173길 96	S010001743	서울도봉초등학교	서울특별시	도봉구	서울
충청북도 청주시 서원구 쌍샘로 49	S110000939	모충초등학교	충청북도	청주시	충북
경기도 안산시 상록구 건건5길 10	S090005294	안산창촌초등학교	경기도	안산시	경기
경기도 파주시 다율로 30	S090007583	다율초등학교	경기도	파주시	경기
울산광역시 동구 봉수로 50	S070000375	상진초등학교	울산광역시	동구	울산
서울특별시 노원구 상계로 267	S010001761	서울신상계초등학교	서울특별시	노원구	서울
인천광역시 계양구 박촌로 53	S040000860	인천소양초등학교	인천광역시	계양구	인천
경기도 시흥시 역전로 455	S090002791	함현초등학교	경기도	시흥시	경기
서울특별시 강동구 아리수로82길 42	S010000906	서울고덕초등학교	서울특별시	강동구	서울
경기도 평택시 송월로32번길 32	S090004038	송신초등학교	경기도	평택시	경기
강원도 철원군 갈말읍 명성로139번안길 45	S100001754	신철원초등학교	강원도	철원군	강원
경기도 수원시 장안구 금당로 53	S090002503	조원초등학교	경기도	수원시	경기
서울특별시 도봉구 해등로16길 81	S010001783	서울창동초등학교	서울특별시	도봉구	서울
경상북도 경주시 안강읍 구부랑길 54-5	S150001184	산대초등학교	경상북도	경주시	경북
부산광역시 남구 동명로 176번길 55	S020000652	용산초등학교	부산광역시	남구	부산
서울특별시 종로구 지봉로 73	S010002392	서울창신초등학교	서울특별시	종로구	서울
경상북도 경주시 금성로347번길 30	S150001245	흥무초등학교	경상북도	경주시	경북
강원도 동해시 지양길 77	S100000784	북삼초등학교	강원도	동해시	강원
서울특별시 은평구 가좌로 275-2	S010001996	서울신사초등학교	서울특별시	은평구	서울
경상남도 진주시 모덕로 99	S160001973	남강초등학교	경상남도	진주시	경남
경기도 김포시 통진읍 조강로 116	S090005375	통진초등학교	경기도	김포시	경기
경기도 부천시 장말로 149	S090001987	상도초등학교	경기도	부천시	경기
서울특별시 양천구 신정로13가길 30	S010005280	서울장수초등학교	서울특별시	양천구	서울
충청북도 충주시 칠금18길 21	S110001090	칠금초등학교	충청북도	충주시	충북
광주광역시 서구 학생독립로 16	S050000440	성진초등학교	광주광역시	서구	광주
경기도 군포시 고산로 470	S090001401	신흥초등학교	경기도	군포시	경기
광주광역시 광산구 임방울대로 727-20	S050001114	첨단초등학교	광주광역시	광산구	광주
경기도 부천시 소사동로72번길 29	S090005402	소안초등학교	경기도	부천시	경기
경상북도 포항시 남구 동해면 일월로 78	S150003580	동해초등학교	경상북도	포항시	경북
부산광역시 서구 충무대로 25	S020001471	송도초등학교	부산광역시	서구	부산
대구광역시 동구 화랑로27길 25	S030000719	대구효목초등학교	대구광역시	동구	대구
대구광역시 달서구 도원남로 100-30	S030000424	대구도원초등학교	대구광역시	달서구	대구
대전광역시 서구 월평동로 2	S060000502	대전갈마초등학교	대전광역시	서구	대전
전라북도 전주시 완산구 거마남로 65	S130001440	전주삼천남초등학교	전라북도	전주시	전북
대구광역시 달서구 새동네로 27	S030000436	대구성지초등학교	대구광역시	달서구	대구
경기도 수원시 권선구 세지로 126번길 27	S090002449	권선초등학교	경기도	수원시	경기
광주광역시 동구 남계길 37	S050001464	지한초등학교	광주광역시	동구	광주
전라남도 여수시 여천체육공원길 24	S140004879	신기초등학교	전라남도	여수시	전남
경기도 부천시 부흥로272번길 31	S090001967	부천부곡초등학교	경기도	부천시	경기
전라남도 여수시 양지1길 21	S140001439	여수양지초등학교	전라남도	여수시	전남
경기도 부천시 고리울로 93	S090001916	고리울초등학교	경기도	부천시	경기
대구광역시 달서구 용산로 260	S030000445	대구용전초등학교	대구광역시	달서구	대구
서울특별시 중랑구 동일로 665	S010001427	서울중목초등학교	서울특별시	중랑구	서울
강원도 춘천시 공지로 316	S000003568	춘천교육대학교부설초등학교	강원도	춘천시	강원
서울특별시 광진구 동일로72길 43	S010002193	서울중마초등학교	서울특별시	광진구	서울
경기도 고양시 일산동구 산두로 99	S090000986	냉천초등학교	경기도	고양시	경기
경상남도 창원시 의창구 동읍 동읍로 121-11	S160002404	신방초등학교	경상남도	창원시	경남
경상북도 영주시 대학로71번길 19	S150002689	영주남부초등학교	경상북도	영주시	경북
대구광역시 달서구 두류공원로 257	S030000441	대구신흥초등학교	대구광역시	달서구	대구
경상남도 창원시 마산합포구 월영북15길 35	S160001416	월포초등학교	경상남도	창원시	경남
서울특별시 영등포구 가마산로65길 22	S010001217	서울도림초등학교	서울특별시	영등포구	서울
경기도 광명시 광이로 21	S090001207	광명초등학교	경기도	광명시	경기
대전광역시 유성구 유성대로 600	S060001374	대전원신흥초등학교복용분교장	대전광역시	유성구	대전
서울특별시 구로구 중앙로 6	S010001202	서울고산초등학교	서울특별시	구로구	서울
경기도 남양주시 가운로2길 54	S090005678	가운초등학교	경기도	남양주시	경기
경기도 부천시 안곡로 130	S090005138	부천양지초등학교	경기도	부천시	경기
울산광역시 중구 동천5길	S070000374	삼일초등학교	울산광역시	중구	울산
충청북도 청주시 상당구 무농정로 62	S110000950	상당초등학교	충청북도	청주시	충북
경기도 평택시 고덕면 고덕로 254	S090004013	고덕초등학교	경기도	평택시	경기
강원도 횡성군 횡성읍 성북로 10	S100002459	성북초등학교	강원도	횡성군	강원
대전광역시 동구 백룡로 123	S060000284	대전대룡초등학교	대전광역시	동구	대전
부산광역시 부산진구 전포대로255번길 38	S020001031	전포초등학교	부산광역시	부산진구	부산
울산광역시 울주군 온산읍 신온9길 16	S070000533	온산초등학교	울산광역시	울주군	울산
서울특별시 영등포구 국회대로53길 20	S010001240	서울영동초등학교	서울특별시	영등포구	서울
경기도 의왕시 보식골로 40	S090005628	모락초등학교	경기도	의왕시	경기
강원도 원주시 문막읍 건등로 28-11	S100001349	문막초등학교	강원도	원주시	강원
대구광역시 남구 앞산순환로 707	S030000458	대구효명초등학교	대구광역시	남구	대구
서울특별시 도봉구 방학로 247-21	S010001763	서울신학초등학교	서울특별시	도봉구	서울
경상북도 안동시 단원로 222	S000003596	대구교육대학교안동부설초등학교	경상북도	안동시	경북
서울특별시 노원구 한글비석로54길 119	S010001752	서울상원초등학교	서울특별시	노원구	서울
부산광역시 서구 대영로85번길 81-19	S020001462	동신초등학교	부산광역시	서구	부산
전라북도 남원시 대교2길 22	S130000810	남원도통초등학교	전라북도	남원시	전북
광주광역시 남구 봉주길 32	S050000417	광주봉주초등학교	광주광역시	남구	광주
대구광역시 달성군 화원읍 비슬로 2580	S030000591	대구화원초등학교	대구광역시	달성군	대구
전라북도 완주군 봉동읍 완주산단9로 80	S130001089	청완초등학교	전라북도	완주군	전북
경기도 오산시 내삼미로 18	S090004354	화성초등학교	경기도	오산시	경기
인천광역시 부평구 충선로 104	S040000836	인천부광초등학교	인천광역시	부평구	인천
울산광역시 남구 신복로 74	S070000601	신복초등학교	울산광역시	남구	울산
부산광역시 북구 함박봉로 42	S020001256	덕양초등학교	부산광역시	북구	부산
강원도 화천군 화천읍 화천새싹길 57	S100002375	화천초등학교	강원도	화천군	강원
충청북도 청주시 서원구 청남로 2067	S000003528	청주교육대학교부설초등학교	충청북도	청주시	충북
경상남도 사천시 삼상로 223-31	S160001645	용산초등학교	경상남도	사천시	경남
강원도 춘천시 중앙로88번길 14	S100001884	중앙초등학교	강원도	춘천시	강원
경상남도 진주시 문산읍 소문길 11	S160001999	문산초등학교	경상남도	진주시	경남
경상남도 진주시 석갑로 28	S160002004	배영초등학교	경상남도	진주시	경남
인천광역시 동구 제물량로 412	S040000479	인천만석초등학교	인천광역시	동구	인천
전라북도 전주시 완산구 장승배기로 14	S130002479	전주용와초등학교	전라북도	전주시	전북
대구광역시 북구 동천로 33	S030001684	대구함지초등학교	대구광역시	북구	대구
충청남도 천안시 동남구 청수로 35-3	S120000816	천안청수초등학교	충청남도	천안시	충남
부산광역시 수영구 감포로38번길 33	S020001656	민안초등학교	부산광역시	수영구	부산
경기도 광명시 안현로 16	S090001220	하안초등학교	경기도	광명시	경기
전라남도 순천시 장선배기길 60	S140001135	순천신흥초등학교	전라남도	순천시	전남
서울특별시 동작구 신대방2길 14	S010001589	서울문창초등학교	서울특별시	동작구	서울
